Name,Date,Condition,Spine Length,Diameter,Elongation Index,Chiron Pulse,Time Point
Condition_4_A_11,24-09-2020,Condition 4,348.814,230,1.5165826086956522,72h,144hAA
Condition_3_E_4,01-10-2020,Condition 3,855.925,453,1.8894591611479028,72h,144hAA
Condition_1_E_9,30-09-2020,Condition 1,594.159,268,2.2170111940298507,48h,120hAA
Condition_5_F_4,23-09-2020,Condition 5,647.537,344,1.8823750000000001,48h,120hAA
Condition_4_H_1,30-09-2020,Condition 4,223.224,85,2.6261647058823527,48h,120hAA
Condition_4_D_5,23-09-2020,Condition 4,386.962,163,2.374,48h,120hAA
Condition_6_C_2,24-09-2020,Condition 6,729.570,497,1.4679476861167002,48h,144hAA
Condition_3_C_2,23-09-2020,Condition 3,482.704,355,1.3597295774647888,48h,120hAA
Condition_5_E_1,24-09-2020,Condition 5,2003.387,1142,1.7542793345008756,48h,144hAA
Condition_2_A_3,23-09-2020,Condition 2,331.372,234,1.4161196581196582,48h,120hAA
Condition_5_H_9,23-09-2020,Condition 5,473.101,321,1.4738348909657322,72h,120hAA
Condition_1_E_11,30-09-2020,Condition 1,535.977,289,1.85459169550173,48h,120hAA
Condition_3_A_11,24-09-2020,Condition 3,675.469,357,1.8920700280112046,72h,144hAA
Condition_5_F_3,30-09-2020,Condition 5,552.248,393,1.4052111959287532,48h,120hAA
Condition_4_D_2,30-09-2020,Condition 4,1148.358,433,2.652096997690531,48h,120hAA
Condition_4_H_6,23-09-2020,Condition 4,186.957,135,1.3848666666666667,48h,120hAA
Condition_1_D_4,23-09-2020,Condition 1,139.004,67,2.074686567164179,48h,120hAA
Condition_5_F_5,24-09-2020,Condition 5,1280.693,841,1.522821640903686,48h,144hAA
Condition_6_E_10,23-09-2020,Condition 6,368.128,292,1.2607123287671231,72h,120hAA
Condition_2_B_7,23-09-2020,Condition 2,244.380,160,1.527375,72h,120hAA
Condition_4_D_4,24-09-2020,Condition 4,496.886,288,1.7252986111111113,48h,144hAA
Condition_5_G_9,30-09-2020,Condition 5,614.842,380,1.6180052631578947,48h,120hAA
Condition_4_E_8,30-09-2020,Condition 4,628.751,378,1.6633624338624338,48h,120hAA
Condition_3_D_10,24-09-2020,Condition 3,746.730,342,2.183421052631579,72h,144hAA
Condition_5_C_6,01-10-2020,Condition 5,769.495,560,1.3740982142857143,72h,144hAA
Condition_5_A_8,01-10-2020,Condition 5,803.077,602,1.334014950166113,72h,144hAA
Condition_5_E_7,30-09-2020,Condition 5,,37,,48h,120hAA
Condition_4_G_6,30-09-2020,Condition 4,909.836,473,1.9235433403805497,48h,120hAA
Condition_6_C_4,30-09-2020,Condition 6,808.033,422,1.914770142180095,48h,120hAA
Condition_3_B_8,23-09-2020,Condition 3,402.213,295,1.3634338983050849,72h,120hAA
Condition_6_B_8,24-09-2020,Condition 6,866.450,570,1.5200877192982456,72h,144hAA
Condition_3_H_12,01-10-2020,Condition 3,145.951,101,1.445059405940594,72h,144hAA
Condition_1_E_10,23-09-2020,Condition 1,,23,,72h,120hAA
Condition_1_D_3,30-09-2020,Condition 1,78.047,46,1.6966739130434783,48h,120hAA
Condition_1_H_7,23-09-2020,Condition 1,75.466,45,1.6770222222222222,72h,120hAA
Condition_4_D_10,24-09-2020,Condition 4,311.304,245,1.2706285714285712,72h,144hAA
Condition_4_H_7,24-09-2020,Condition 4,401.387,260,1.5437961538461538,72h,144hAA
Condition_5_H_8,24-09-2020,Condition 5,,857,,72h,144hAA
Condition_3_C_3,24-09-2020,Condition 3,564.340,440,1.2825909090909091,48h,144hAA
Condition_4_G_1,23-09-2020,Condition 4,735.229,283,2.5979823321554774,48h,120hAA
Condition_6_C_3,23-09-2020,Condition 6,472.518,333,1.418972972972973,48h,120hAA
Condition_2_A_12,30-09-2020,Condition 2,608.771,363,1.6770550964187327,48h,120hAA
Condition_6_G_2,30-09-2020,Condition 6,709.121,451,1.572330376940133,48h,120hAA
Condition_5_A_1,30-09-2020,Condition 5,607.373,382,1.5899816753926703,48h,120hAA
Condition_4_C_11,23-09-2020,Condition 4,331.084,266,1.2446766917293233,72h,120hAA
Condition_2_F_1,23-09-2020,Condition 2,315.472,233,1.3539570815450643,48h,120hAA
Condition_5_D_12,23-09-2020,Condition 5,474.852,362,1.311745856353591,72h,120hAA
Condition_5_B_3,24-09-2020,Condition 5,1619.480,977,1.6576049129989765,48h,144hAA
Condition_6_G_5,23-09-2020,Condition 6,657.887,342,1.9236461988304092,48h,120hAA
Condition_5_A_12,30-09-2020,Condition 5,598.006,267,2.2397228464419476,48h,120hAA
Condition_4_C_7,23-09-2020,Condition 4,337.479,184,1.834125,72h,120hAA
Condition_3_G_5,24-09-2020,Condition 3,593.864,447,1.3285548098434006,48h,144hAA
Condition_5_A_6,23-09-2020,Condition 5,597.892,271,2.2062435424354248,48h,120hAA
Condition_2_D_8,30-09-2020,Condition 2,557.736,344,1.6213255813953489,48h,120hAA
Condition_6_B_11,24-09-2020,Condition 6,675.898,241,2.8045560165975103,72h,144hAA
Condition_3_B_6,01-10-2020,Condition 3,781.400,519,1.5055876685934488,72h,144hAA
Condition_3_C_11,23-09-2020,Condition 3,402.459,306,1.3152254901960785,72h,120hAA
Condition_4_F_11,30-09-2020,Condition 4,603.012,434,1.3894285714285712,48h,120hAA
Condition_3_B_10,01-10-2020,Condition 3,930.335,447,2.0812863534675614,72h,144hAA
Condition_2_F_6,30-09-2020,Condition 2,535.443,344,1.5565203488372092,48h,120hAA
Condition_3_H_3,23-09-2020,Condition 3,561.726,367,1.5305885558583106,48h,120hAA
Condition_6_H_3,24-09-2020,Condition 6,774.047,493,1.5700750507099392,48h,144hAA
Condition_4_A_9,23-09-2020,Condition 4,315.996,213,1.483549295774648,72h,120hAA
Condition_5_C_8,23-09-2020,Condition 5,502.679,279,1.801716845878136,72h,120hAA
Condition_2_D_12,23-09-2020,Condition 2,285.722,194,1.4727938144329895,72h,120hAA
Condition_6_D_1,23-09-2020,Condition 6,619.967,456,1.359576754385965,48h,120hAA
Condition_6_H_5,30-09-2020,Condition 6,811.060,461,1.759349240780911,48h,120hAA
Condition_3_G_11,01-10-2020,Condition 3,875.790,458,1.9122052401746723,72h,144hAA
Condition_5_B_2,23-09-2020,Condition 5,749.116,374,2.0029839572192514,48h,120hAA
Condition_3_D_1,24-09-2020,Condition 3,681.087,447,1.5236845637583893,48h,144hAA
Condition_4_C_10,30-09-2020,Condition 4,608.670,411,1.4809489051094888,48h,120hAA
Condition_3_A_2,01-10-2020,Condition 3,837.805,471,1.7787791932059447,72h,144hAA
Condition_5_H_7,01-10-2020,Condition 5,875.953,525,1.6684819047619046,72h,144hAA
Condition_2_E_2,30-09-2020,Condition 2,532.396,340,1.565870588235294,48h,120hAA
Condition_1_C_1,30-09-2020,Condition 1,464.971,284,1.6372218309859154,48h,120hAA
Condition_3_F_10,23-09-2020,Condition 3,493.706,294,1.6792721088435374,72h,120hAA
Condition_6_G_10,24-09-2020,Condition 6,476.059,372,1.279728494623656,72h,144hAA
Condition_1_A_8,23-09-2020,Condition 1,122.590,76,1.6130263157894738,72h,120hAA
Condition_4_A_8,24-09-2020,Condition 4,275.061,163,1.687490797546012,72h,144hAA
Condition_5_C_9,24-09-2020,Condition 5,1089.701,697,1.563416068866571,72h,144hAA
Condition_6_H_2,23-09-2020,Condition 6,794.504,337,2.357578635014837,48h,120hAA
Condition_6_D_6,30-09-2020,Condition 6,719.853,422,1.7058127962085308,48h,120hAA
Condition_5_B_5,30-09-2020,Condition 5,654.318,370,1.768427027027027,48h,120hAA
Condition_3_H_2,24-09-2020,Condition 3,608.795,446,1.3650112107623318,48h,144hAA
Condition_5_D_4,01-10-2020,Condition 5,875.474,488,1.7940040983606558,72h,144hAA
Condition_4_F_10,23-09-2020,Condition 4,345.843,221,1.5649004524886878,72h,120hAA
Condition_6_F_8,30-09-2020,Condition 6,764.124,430,1.777032558139535,48h,120hAA
Condition_2_E_5,23-09-2020,Condition 2,242.312,184,1.316913043478261,48h,120hAA
Condition_4_C_6,24-09-2020,Condition 4,267.628,206,1.2991650485436892,48h,144hAA
Condition_5_A_7,24-09-2020,Condition 5,1886.125,646,2.9196981424148607,72h,144hAA
Condition_3_G_4,23-09-2020,Condition 3,523.430,359,1.4580222841225625,48h,120hAA
Condition_1_C_6,23-09-2020,Condition 1,168.851,108,1.563435185185185,48h,120hAA
Condition_6_G_4,24-09-2020,Condition 6,841.488,425,1.9799717647058825,48h,144hAA
Condition_6_A_3,30-09-2020,Condition 6,933.041,489,1.9080593047034766,48h,120hAA
Condition_1_H_10,23-09-2020,Condition 1,132.145,69,1.915144927536232,72h,120hAA
Condition_4_E_1,30-09-2020,Condition 4,695.889,427,1.6297166276346604,48h,120hAA
Condition_1_H_9,30-09-2020,Condition 1,540.851,347,1.5586484149855908,48h,120hAA
Condition_3_H_4,01-10-2020,Condition 3,1016.595,539,1.8860760667903524,72h,144hAA
Condition_2_F_10,30-09-2020,Condition 2,599.500,314,1.9092356687898089,48h,120hAA
Condition_5_B_11,01-10-2020,Condition 5,653.616,567,1.1527619047619047,72h,144hAA
Condition_5_A_1,01-10-2020,Condition 5,585.720,290,2.0197241379310347,72h,144hAA
Condition_5_C_10,23-09-2020,Condition 5,557.257,311,1.7918231511254017,72h,120hAA
Condition_3_B_1,23-09-2020,Condition 3,565.650,399,1.4176691729323307,48h,120hAA
Condition_5_D_2,24-09-2020,Condition 5,1632.204,885,1.8442983050847457,48h,144hAA
Condition_4_F_3,24-09-2020,Condition 4,137.528,100,1.3752799999999998,48h,144hAA
Condition_6_B_1,24-09-2020,Condition 6,902.071,605,1.4910264462809917,48h,144hAA
Condition_1_F_3,23-09-2020,Condition 1,,28,,48h,120hAA
Condition_6_H_10,23-09-2020,Condition 6,417.042,325,1.2832061538461537,72h,120hAA
Condition_2_B_9,30-09-2020,Condition 2,529.986,317,1.6718801261829652,48h,120hAA
Condition_6_A_4,23-09-2020,Condition 6,509.282,335,1.520244776119403,48h,120hAA
Condition_3_A_4,24-09-2020,Condition 3,630.317,452,1.3945066371681416,48h,144hAA
Condition_5_G_7,23-09-2020,Condition 5,458.413,306,1.4980816993464052,72h,120hAA
Condition_4_E_6,23-09-2020,Condition 4,233.772,168,1.3915,48h,120hAA
Condition_5_F_10,30-09-2020,Condition 5,645.284,354,1.8228361581920904,48h,120hAA
Condition_3_D_7,01-10-2020,Condition 3,1070.147,463,2.3113326133909284,72h,144hAA
Condition_3_F_9,01-10-2020,Condition 3,783.356,452,1.7330884955752213,72h,144hAA
Condition_2_C_10,23-09-2020,Condition 2,208.663,175,1.19236,72h,120hAA
Condition_5_E_9,23-09-2020,Condition 5,827.570,283,2.9242756183745584,72h,120hAA
Condition_4_G_8,23-09-2020,Condition 4,334.834,169,1.981266272189349,72h,120hAA
Condition_5_H_1,24-09-2020,Condition 5,1541.983,822,1.8758917274939173,48h,144hAA
Condition_3_E_12,01-10-2020,Condition 3,783.222,547,1.4318500914076782,72h,144hAA
Condition_1_F_4,30-09-2020,Condition 1,591.089,230,2.5699521739130438,48h,120hAA
Condition_2_F_11,23-09-2020,Condition 2,250.730,172,1.4577325581395348,72h,120hAA
Condition_5_D_3,23-09-2020,Condition 5,640.243,274,2.336653284671533,48h,120hAA
Condition_5_H_7,30-09-2020,Condition 5,,22,,48h,120hAA
Condition_4_F_2,23-09-2020,Condition 4,329.652,225,1.46512,48h,120hAA
Condition_1_H_11,30-09-2020,Condition 1,520.729,314,1.6583726114649684,48h,120hAA
Condition_4_D_12,30-09-2020,Condition 4,733.417,395,1.8567518987341773,48h,120hAA
Condition_3_G_3,01-10-2020,Condition 3,836.805,436,1.9192775229357797,72h,144hAA
Condition_3_A_12,23-09-2020,Condition 3,,21,,72h,120hAA
Condition_4_H_8,30-09-2020,Condition 4,613.514,398,1.5414924623115578,48h,120hAA
Condition_5_C_11,30-09-2020,Condition 5,652.609,349,1.8699398280802293,48h,120hAA
Condition_2_C_3,30-09-2020,Condition 2,524.406,353,1.48556940509915,48h,120hAA
Condition_6_B_7,30-09-2020,Condition 6,687.253,418,1.6441459330143542,48h,120hAA
Condition_5_F_11,23-09-2020,Condition 5,,452,,72h,120hAA
Condition_5_D_4,30-09-2020,Condition 5,588.557,351,1.67680056980057,48h,120hAA
Condition_4_F_5,30-09-2020,Condition 4,735.739,469,1.5687398720682304,48h,120hAA
Condition_1_G_9,23-09-2020,Condition 1,164.857,103,1.6005533980582525,72h,120hAA
Condition_5_E_8,24-09-2020,Condition 5,1214.643,631,1.9249492868462759,72h,144hAA
Condition_4_G_9,24-09-2020,Condition 4,227.870,142,1.6047183098591549,72h,144hAA
Condition_6_H_11,30-09-2020,Condition 6,898.760,467,1.9245396145610278,48h,120hAA
Condition_5_B_5,01-10-2020,Condition 5,687.622,537,1.2804878957169459,72h,144hAA
Condition_4_A_12,23-09-2020,Condition 4,328.962,162,2.0306296296296296,72h,120hAA
Condition_5_G_6,24-09-2020,Condition 5,,985,,48h,144hAA
Condition_3_A_5,23-09-2020,Condition 3,566.839,384,1.4761432291666667,48h,120hAA
Condition_2_C_4,23-09-2020,Condition 2,312.694,223,1.4022152466367714,48h,120hAA
Condition_5_G_10,01-10-2020,Condition 5,506.514,247,2.050663967611336,72h,144hAA
Condition_4_E_7,24-09-2020,Condition 4,310.636,196,1.5848775510204083,72h,144hAA
Condition_6_A_5,24-09-2020,Condition 6,812.800,622,1.3067524115755627,48h,144hAA
Condition_1_E_7,23-09-2020,Condition 1,97.890,74,1.3228378378378378,72h,120hAA
Condition_2_C_11,30-09-2020,Condition 2,517.716,361,1.4341163434903048,48h,120hAA
Condition_1_A_6,30-09-2020,Condition 1,575.013,304,1.8914901315789474,48h,120hAA
Condition_2_G_5,30-09-2020,Condition 2,639.898,339,1.8876047197640118,48h,120hAA
Condition_6_D_8,23-09-2020,Condition 6,449.076,302,1.4870066225165564,72h,120hAA
Condition_3_D_8,24-09-2020,Condition 3,612.357,321,1.9076542056074766,72h,144hAA
Condition_5_A_10,24-09-2020,Condition 5,1515.405,734,2.06458446866485,72h,144hAA
Condition_3_C_5,01-10-2020,Condition 3,992.882,466,2.1306480686695277,72h,144hAA
Condition_4_B_4,23-09-2020,Condition 4,152.025,115,1.3219565217391305,48h,120hAA
Condition_3_F_6,24-09-2020,Condition 3,651.596,300,2.1719866666666667,48h,144hAA
Condition_6_F_6,23-09-2020,Condition 6,814.901,341,2.389739002932551,48h,120hAA
Condition_1_C_8,30-09-2020,Condition 1,137.332,99,1.387191919191919,48h,120hAA
Condition_1_A_1,23-09-2020,Condition 1,290.950,163,1.7849693251533743,48h,120hAA
Condition_6_E_3,24-09-2020,Condition 6,791.363,594,1.3322609427609429,48h,144hAA
Condition_2_G_2,23-09-2020,Condition 2,273.763,198,1.382641414141414,48h,120hAA
Condition_3_E_3,23-09-2020,Condition 3,524.472,338,1.5516923076923077,48h,120hAA
Condition_5_F_3,01-10-2020,Condition 5,672.864,548,1.2278540145985402,72h,144hAA
Condition_4_B_3,30-09-2020,Condition 4,792.096,475,1.6675705263157894,48h,120hAA
Condition_6_F_1,30-09-2020,Condition 6,822.874,503,1.6359324055666005,48h,120hAA
Condition_4_C_9,30-09-2020,Condition 4,801.293,410,1.9543731707317074,48h,120hAA
Condition_5_A_8,30-09-2020,Condition 5,673.839,426,1.5817816901408452,48h,120hAA
Condition_6_F_7,24-09-2020,Condition 6,462.562,374,1.2367967914438502,72h,144hAA
Condition_2_H_2,30-09-2020,Condition 2,587.290,371,1.5829919137466306,48h,120hAA
Condition_2_D_6,23-09-2020,Condition 2,292.637,199,1.470537688442211,48h,120hAA
Condition_4_B_5,24-09-2020,Condition 4,172.895,132,1.309810606060606,48h,144hAA
Condition_3_F_7,23-09-2020,Condition 3,392.293,324,1.2107808641975308,72h,120hAA
Condition_6_B_12,23-09-2020,Condition 6,411.725,333,1.2364114114114115,72h,120hAA
Condition_3_C_12,24-09-2020,Condition 3,519.567,321,1.618588785046729,72h,144hAA
Condition_5_E_7,01-10-2020,Condition 5,666.650,528,1.2625946969696968,72h,144hAA
Condition_5_G_9,01-10-2020,Condition 5,710.205,559,1.2704919499105547,72h,144hAA
Condition_1_G_12,30-09-2020,Condition 1,412.974,297,1.3904848484848484,48h,120hAA
Condition_2_F_8,23-09-2020,Condition 2,304.823,182,1.6748516483516482,72h,120hAA
Condition_3_D_9,23-09-2020,Condition 3,436.147,319,1.3672319749216302,72h,120hAA
Condition_6_D_9,24-09-2020,Condition 6,529.948,360,1.4720777777777778,72h,144hAA
Condition_4_A_7,30-09-2020,Condition 4,586.398,433,1.3542678983833718,48h,120hAA
Condition_5_C_6,30-09-2020,Condition 5,611.325,424,1.4418042452830189,48h,120hAA
Condition_6_E_5,30-09-2020,Condition 6,657.492,450,1.4610933333333334,48h,120hAA
Condition_1_B_2,30-09-2020,Condition 1,566.360,274,2.067007299270073,48h,120hAA
Condition_2_D_1,30-09-2020,Condition 2,605.502,344,1.7601802325581395,48h,120hAA
Condition_2_H_5,23-09-2020,Condition 2,300.369,243,1.2360864197530865,48h,120hAA
Condition_1_B_12,23-09-2020,Condition 1,376.869,116,3.2488706896551727,72h,120hAA
Condition_4_C_12,24-09-2020,Condition 4,,22,,72h,144hAA
Condition_6_G_12,30-09-2020,Condition 6,,26,,48h,120hAA
Condition_5_C_1,23-09-2020,Condition 5,704.868,419,1.6822625298329357,48h,120hAA
Condition_3_E_2,24-09-2020,Condition 3,691.305,430,1.6076860465116278,48h,144hAA
Condition_6_E_2,23-09-2020,Condition 6,507.964,325,1.562966153846154,48h,120hAA
Condition_5_D_11,24-09-2020,Condition 5,839.550,627,1.3389952153110047,72h,144hAA
Condition_3_D_11,01-10-2020,Condition 3,777.656,456,1.7053859649122807,72h,144hAA
Condition_3_F_3,24-09-2020,Condition 3,646.667,453,1.4275209713024284,48h,144hAA
Condition_4_B_1,23-09-2020,Condition 4,235.478,174,1.3533218390804598,48h,120hAA
Condition_6_F_3,23-09-2020,Condition 6,544.958,379,1.4378839050131926,48h,120hAA
Condition_6_H_9,30-09-2020,Condition 6,759.618,448,1.695575892857143,48h,120hAA
Condition_3_E_10,23-09-2020,Condition 3,419.149,331,1.266311178247734,72h,120hAA
Condition_1_A_3,30-09-2020,Condition 1,654.943,285,2.298045614035088,48h,120hAA
Condition_6_D_10,24-09-2020,Condition 6,853.408,297,2.8734276094276097,72h,144hAA
Condition_5_D_8,01-10-2020,Condition 5,876.835,519,1.6894701348747592,72h,144hAA
Condition_4_B_6,30-09-2020,Condition 4,,246,,48h,120hAA
Condition_6_F_4,30-09-2020,Condition 6,680.624,,,48h,120hAA
Condition_3_G_8,23-09-2020,Condition 3,430.544,323,1.332953560371517,72h,120hAA
Condition_2_E_9,23-09-2020,Condition 2,192.695,153,1.2594444444444444,72h,120hAA
Condition_6_G_8,24-09-2020,Condition 6,471.532,361,1.3061828254847645,72h,144hAA
Condition_6_E_6,24-09-2020,Condition 6,627.971,445,1.411170786516854,48h,144hAA
Condition_4_E_10,23-09-2020,Condition 4,310.618,227,1.3683612334801762,72h,120hAA
Condition_1_A_4,23-09-2020,Condition 1,189.687,134,1.4155746268656717,48h,120hAA
Condition_3_E_6,23-09-2020,Condition 3,410.714,304,1.3510328947368422,48h,120hAA
Condition_5_C_5,24-09-2020,Condition 5,1786.677,836,2.1371734449760766,48h,144hAA
Condition_4_A_4,24-09-2020,Condition 4,336.386,204,1.648950980392157,48h,144hAA
Condition_2_G_7,23-09-2020,Condition 2,201.677,152,1.3268223684210525,72h,120hAA
Condition_5_B_9,30-09-2020,Condition 5,591.870,380,1.5575526315789474,48h,120hAA
Condition_5_C_12,01-10-2020,Condition 5,816.060,376,2.1703723404255317,72h,144hAA
Condition_5_F_6,01-10-2020,Condition 5,674.446,548,1.2307408759124088,72h,144hAA
Condition_5_C_3,30-09-2020,Condition 5,600.961,379,1.5856490765171505,48h,120hAA
Condition_4_A_2,30-09-2020,Condition 4,1042.788,409,2.5496039119804403,48h,120hAA
Condition_2_B_12,30-09-2020,Condition 2,455.497,328,1.3887103658536586,48h,120hAA
Condition_6_F_2,24-09-2020,Condition 6,,498,,48h,144hAA
Condition_3_F_2,23-09-2020,Condition 3,576.249,343,1.6800262390670555,48h,120hAA
Condition_2_D_3,23-09-2020,Condition 2,277.881,217,1.2805576036866357,48h,120hAA
Condition_2_H_7,30-09-2020,Condition 2,715.235,338,2.116079881656805,48h,120hAA
Condition_5_G_12,23-09-2020,Condition 5,656.281,348,1.8858649425287355,72h,120hAA
Condition_5_E_2,01-10-2020,Condition 5,720.260,587,1.2270187393526406,72h,144hAA
Condition_6_A_11,24-09-2020,Condition 6,483.639,371,1.3036091644204852,72h,144hAA
Condition_5_B_12,30-09-2020,Condition 5,,22,,48h,120hAA
Condition_5_C_4,23-09-2020,Condition 5,652.999,331,1.9728066465256797,48h,120hAA
Condition_3_E_7,24-09-2020,Condition 3,608.111,329,1.8483617021276595,72h,144hAA
Condition_4_A_5,23-09-2020,Condition 4,250.627,166,1.5098012048192773,48h,120hAA
Condition_6_E_7,23-09-2020,Condition 6,425.018,314,1.35356050955414,72h,120hAA
Condition_6_G_9,23-09-2020,Condition 6,382.818,286,1.3385244755244754,72h,120hAA
Condition_3_G_9,24-09-2020,Condition 3,612.359,314,1.950187898089172,72h,144hAA
Condition_1_B_7,30-09-2020,Condition 1,510.780,231,2.211168831168831,48h,120hAA
Condition_2_D_4,30-09-2020,Condition 2,466.284,349,1.336057306590258,48h,120hAA
Condition_2_G_12,23-09-2020,Condition 2,399.372,166,2.405855421686747,72h,120hAA
Condition_4_E_11,30-09-2020,Condition 4,878.012,406,2.162591133004926,48h,120hAA
Condition_3_A_10,01-10-2020,Condition 3,752.921,473,1.5917991543340382,72h,144hAA
Condition_5_H_10,30-09-2020,Condition 5,830.764,394,2.10853807106599,48h,120hAA
Condition_5_A_4,01-10-2020,Condition 5,762.646,560,1.361867857142857,72h,144hAA
Condition_6_C_8,30-09-2020,Condition 6,648.120,416,1.5579807692307692,48h,120hAA
Condition_6_F_10,23-09-2020,Condition 6,403.736,307,1.315100977198697,72h,120hAA
Condition_4_F_6,24-09-2020,Condition 4,196.371,131,1.4990152671755725,48h,144hAA
Condition_3_B_4,23-09-2020,Condition 3,674.587,407,1.6574619164619164,48h,120hAA
Condition_5_D_7,24-09-2020,Condition 5,1230.525,608,2.023889802631579,72h,144hAA
Condition_3_G_10,24-09-2020,Condition 3,535.735,316,1.6953639240506329,72h,144hAA
Condition_6_B_4,24-09-2020,Condition 6,769.502,456,1.6875043859649121,48h,144hAA
Condition_1_D_8,23-09-2020,Condition 1,136.104,98,1.3888163265306124,72h,120hAA
Condition_4_D_8,24-09-2020,Condition 4,297.538,228,1.3049912280701754,72h,144hAA
Condition_5_F_9,24-09-2020,Condition 5,920.405,628,1.4656130573248407,72h,144hAA
Condition_1_C_10,30-09-2020,Condition 1,589.313,232,2.54014224137931,48h,120hAA
Condition_6_A_6,30-09-2020,Condition 6,786.169,494,1.5914352226720647,48h,120hAA
Condition_4_E_4,30-09-2020,Condition 4,620.660,450,1.3792444444444443,48h,120hAA
Condition_5_G_5,30-09-2020,Condition 5,581.425,373,1.5587801608579088,48h,120hAA
Condition_3_H_1,01-10-2020,Condition 3,795.495,368,2.161671195652174,72h,144hAA
Condition_2_H_10,30-09-2020,Condition 2,490.156,357,1.3729859943977591,48h,120hAA
Condition_1_F_10,23-09-2020,Condition 1,68.473,27,2.536037037037037,72h,120hAA
Condition_5_H_4,24-09-2020,Condition 5,1533.690,865,1.7730520231213873,48h,144hAA
Condition_1_F_1,30-09-2020,Condition 1,558.578,339,1.6477227138643067,48h,120hAA
Condition_4_G_10,24-09-2020,Condition 4,444.358,261,1.7025210727969349,72h,144hAA
Condition_6_A_1,23-09-2020,Condition 6,713.825,416,1.7159254807692308,48h,120hAA
Condition_4_E_3,23-09-2020,Condition 4,222.330,146,1.5228082191780823,48h,120hAA
Condition_3_A_1,24-09-2020,Condition 3,781.420,458,1.7061572052401746,48h,144hAA
Condition_5_G_2,23-09-2020,Condition 5,451.618,217,2.081188940092166,48h,120hAA
Condition_6_C_10,30-09-2020,Condition 6,719.616,417,1.7256978417266187,48h,120hAA
Condition_3_D_2,01-10-2020,Condition 3,854.838,464,1.842323275862069,72h,144hAA
Condition_6_F_11,30-09-2020,Condition 6,768.770,453,1.697064017660044,48h,120hAA
Condition_3_E_8,01-10-2020,Condition 3,837.454,435,1.9251816091954022,72h,144hAA
Condition_2_C_6,30-09-2020,Condition 2,509.892,326,1.564085889570552,48h,120hAA
Condition_5_E_12,24-09-2020,Condition 5,1418.875,875,1.6215714285714287,72h,144hAA
Condition_5_H_11,23-09-2020,Condition 5,480.278,320,1.50086875,72h,120hAA
Condition_1_E_5,30-09-2020,Condition 1,557.833,281,1.985170818505338,48h,120hAA
Condition_4_D_9,23-09-2020,Condition 4,486.739,227,2.144224669603524,72h,120hAA
Condition_5_F_8,23-09-2020,Condition 5,615.509,327,1.8822905198776758,72h,120hAA
Condition_6_B_5,23-09-2020,Condition 6,627.593,334,1.8790209580838322,48h,120hAA
Condition_4_F_7,23-09-2020,Condition 4,370.737,250,1.4829480000000002,72h,120hAA
Condition_5_H_2,30-09-2020,Condition 5,680.864,441,1.5439092970521542,48h,120hAA
Condition_5_D_6,23-09-2020,Condition 5,578.820,369,1.568617886178862,48h,120hAA
Condition_3_B_5,24-09-2020,Condition 3,,573,,48h,144hAA
Condition_2_A_8,30-09-2020,Condition 2,538.749,342,1.5752894736842107,48h,120hAA
Condition_4_B_11,24-09-2020,Condition 4,315.641,250,1.262564,72h,144hAA
Condition_3_G_6,01-10-2020,Condition 3,760.302,429,1.7722657342657344,72h,144hAA
Condition_1_F_11,30-09-2020,Condition 1,477.830,269,1.7763197026022304,48h,120hAA
Condition_2_H_11,23-09-2020,Condition 2,295.984,201,1.4725572139303482,72h,120hAA
Condition_2_C_1,23-09-2020,Condition 2,316.621,228,1.388688596491228,48h,120hAA
Condition_4_E_2,24-09-2020,Condition 4,275.150,217,1.2679723502304145,48h,144hAA
Condition_5_G_3,24-09-2020,Condition 5,1196.646,734,1.630307901907357,48h,144hAA
Condition_1_E_2,23-09-2020,Condition 1,,,,48h,120hAA
Condition_6_B_2,30-09-2020,Condition 6,736.862,470,1.567791489361702,48h,120hAA
Condition_5_D_1,30-09-2020,Condition 5,629.463,508,1.2391003937007874,48h,120hAA
Condition_5_H_5,23-09-2020,Condition 5,572.134,381,1.5016640419947507,48h,120hAA
